YEAR,MM,DD, HH,MM, SS  ,LATITUDE, LONG. ,DEPTH,ERR, MAG,MT,Q, Io, Area,ST, Locality              ,(Reference) Comments
1975,03,30, 17,06,   00, -23.400,-42.400,  0.0, 30, 3.5, 1,I,  -,     ,RJ,PLATAFORMA CONT.       ,(IAG)
1975,06,22, 14,04,   44,   1.500,-70.300,  0.0, 50, 3.5, 5,I,  -,     ,AM,COLOMBIA/AM            ,(ISC)
1975,12,08, 08,21,   26, -24.940,-44.160,  0.0, 30, 3.4, 1,I,  -,     ,SP,PLAT. CONT.            ,(UnB)
1976,01,05, 13,06,   58, -15.350,-50.460,  0.0, 15, 3.7, 1,I,5-6, 13.0,GO,ITAPIRAPUAN            ,(UnB: mag BDF=3.2+0.5)   
1976,01,23,   ,  ,     , -24.520,-50.420,  0.0,  0, 3.0, 4,C,  4,     ,PR,TIBAGI      ,
1976,02,22, 03,24,   50,   0.340,-59.230,  5.0, 30, 4.6, 0,I,  -,     ,RR,SE RORAIMA             ,(ISC) RELOCAL. 
1976,04,16,   ,  ,     , -22.730,-50.980,  0.0,  0, 3.7, 4,C,5-6,     ,SP,B. CAPIVARA            ,INDUZIDO POR RESERVATORIO
1976,05,18, 08,30,     , -14.880,-39.630,  0.0, 20, 3.7, 3,B,  6,  2.7,BA,IBICARAI'              ,(IAG)
1976,05,19, 08,12,   30, -14.880,-39.630,  0.0,100, 2.8, 1,I,  -,     ,BA,IBICARAI'?             ,(UnB) 900KM DE BDF  
1976,05,23, 19,00,     , -20.280,-44.750,  0.0,  0, 3.2, 5,I,  -,     ,MG,C. CAJURU              ,(UnB/CEMIG)    
1976,05,25, 08,30,     , -14.760,-39.570,  0.0, 20, 3.9, 3,B,  6,  6.3,BA,IBICARAI'              ,2 EVENTOS (FERREIRA 1983)
1976,06,08, 21,  ,     ,  -5.700,-35.500,  0.0,  0, 3.4, 3,C,  -,  0.7,RN,IELM.MARINHO           ,AREA APROX.    
1976,06,12,   ,  ,     , -22.840,-51.010,  0.0,  0, 3.7, 4,C,5-6,     ,PR,PRIM.DE MAIO           ,INDUZIDO POR RESERVATORIO
1976,06,13, 05,  ,     , -22.840,-51.010,  0.0,  0, 3.7, 4,C,5-6,     ,PR,PRIM.DE MAIO           ,INDUZIDO POR RESERVATORIO
1976,06,16, 20,  ,     , -22.840,-51.010,  0.0,  0, 3.9, 4,C,  6,     ,PR,PRIM.DE MAIO           ,5 EVEN.-INDUZ.P.RESERVAT.
1976,06,22, 01,48,     , -22.840,-51.010,  0.0,  0, 3.5, 4,C,  5,     ,PR,PRIM.DE MAIO           ,24 EV.-INDUZ.P.RESERVAT. 
1976,07,12, 14,  ,     , -15.250,-40.250,  0.0,  0, 3.2, 4,C,4-5,     ,BA,ITAPETINGA  ,
1976,07,27, 21,  ,     ,  -4.830,-38.800,  0.0,  0, 3.0, 4,C,  4,     ,CE,IBARETAMA   ,
1976,07,29, 18,  ,     ,  -4.830,-38.800,  0.0,  0, 3.5, 4,C,  5,     ,CE,IBARETAMA              ,OUTROS AS 17 E 18H  
1976,08,11, 20,  ,     , -14.840,-39.600,  0.0,  0, 3.5, 4,C,  5,     ,BA,IBICARAI'   ,
1976,09,27, 22,18,   10, -16.700,-44.370,  0.0,  0, 2.3, 1,C,  4,     ,MG,COR.DE JESUS           ,(UnB; BDF)   
1976,10,00,   ,  ,     , -14.840,-39.600,  0.0,  0, 3.4, 3,C,  -,  0.7,BA,IBICARAI'              ,SEIS EVENTOS ENTRE 26-29 
1976,10,08, 20,01,   12,  -2.000,-59.800,  0.0, 50, 4.0, 1,B,  5, 20.0,AM,BALBINA                ,(UnB/ELETRONORTE)   
1977,01,15, 09,38,   40, -21.200,-44.800,  0.0, 30, 2.1, 1,I,  -,     ,MG,BOM SUCESSO            ,(VELOSO-MENDIGUREN 1980) 
1977,01,15, 09,43,   15, -21.200,-44.800,  0.0, 30, 2.6, 1,I,  -,     ,MG,BOM SUCESSO            ,(VELOSO-MENDIGUREN 1980) 
1977,02,01, 07,10,   25, -24.120,-44.310,  0.0, 40, 2.6, 1,I,  -,     ,RJ,PLAT. CONT.            ,(VELOSO-MEND.1980A; IAG) 
1977,02,25, 13,40,     ,  -5.710,-35.750,  0.0, 10, 3.6, 3,B,6-7,  1.4,RN,RIACHUELO              ,MAIS TRES EVENTOS   
1977,03,12, 07,  ,     ,  -4.830,-38.800,  0.0,  0, 3.9, 4,C,  6,     ,CE,IBARETAMA   ,
1977,06,19, 03,03,   30, -23.300,-42.600,  0.0, 30, 3.5, 1,I,  -,     ,RJ,PLAT. CONT.            ,(VELOSO-MENDIGUREN 1980A; IAG)
1977,08,02, 17,45,   52,  -0.080,-49.970,  0.0, 30, 4.8, 0,I,  -,     ,PA,N.ILHA DE MARAJO       ,(ISC) RELOCAL. 
1977,09,04, 15,45,     , -20.730,-47.770,  0.0,  0, 2.8, 4,C,3-4,     ,SP,NUPORANGA              ,INDUZIDO   
1977,11,02, 12,  ,     , -23.420,-45.600,  0.0,  0, 2.8, 4,C,3-4,     ,SP,PARAIBUNA              ,INDUZIDO   
1977,11,04,   ,  ,     , -23.420,-45.600,  0.0,  0, 3.1, 5,C,  4,     ,SP,PARAIBUNA              ,INDUZIDO POR RESERVATORIO
1977,11,16, 23,20,     , -23.420,-45.600,  0.0,  0, 3.3, 5,C,  4,     ,SP,PARAIBUNA              ,VARIOS; INDUZIDOS (UnB: 15:45; M=3.2)   
1977,11,20, 14,46,   35, -15.800,-43.500,  0.0, 30, 3.7, 5,I,  -,     ,MG,JANAUBA                ,(VELOSO-MENDIGUREN 1980A)
1978,02,10,   ,  ,     ,  -6.280,-36.030,  0.0, 15, 3.7, 3,B,  5,  2.4,RN,SANTA CRUZ             ,DIA INCERTO; VARIOS EV.  
1978,03,17, 20,45,     , -20.730,-47.770,  0.0,  0, 3.0, 4,C,  4,     ,SP,NUPORANGA              ,INDUZIDO POCO ARTESIANO  
1978,03,18, 01,30,     , -20.730,-47.770,  0.0,  0, 3.0, 4,C,  4,     ,SP,NUPORANGA              ,INDUZIDO POCO ARTESIANO  
1978,03,19, 05,33,   27, -24.960,-48.500,  0.0, 10, 3.3, 1,B,  4,  2.7,SP,RIO VERMELHO,
1978,04,18,   ,  ,     , -10.890,-61.940,  0.0,  0, 3.5, 4,C,  5,     ,RO,JI-PARANA   ,
1978,10,05, 09,38,   44, -16.100,-51.270,  0.0, 50, 2.8, 1,I,  -,     ,GO,IPORA'                 ,(UnB)
1978,11,07, 09,28,     , -20.280,-44.750,  0.0,  0, 2.6, 5,I,  -,     ,MG,C. DO CAJURU           ,(UnB)
1979,01,16, 05,38,   24, -24.000,-58.700,  0.0, 50, 4.0, 1,I,  -,     ,PY,PARAGUAI               ,(IAG;UnB) 
1979,01,21, 17,49,   36, -21.020,-56.360,  0.0, 50, 3.6, 1,I,  -,     ,MS,BONITO ?               ,(ASSUMPCAO ET AL.1980B)  
1979,03,04, 16,26,   54, -21.000,-45.000,  0.0, 50, 2.1, 1,I,  -,     ,MG,JACEABA                ,(VELOSO-MENDIGUREN 1980A)
1979,03,23, 03,28,   49, -23.300,-45.900,  0.0, 30, 2.7, 5,I,  -,     ,SP,S.J.CAMPOS ?           ,(VELOSO-MENDIGUREN 1980A)
1979,03,27, 12,54,   45, -22.840,-51.010,  0.0,  5, 3.7, 1,A,5-6,  1.3,PR,PRIM.DE MAIO           ,INDUZIDO POR RESERVATORIO
1979,05,29, 20,58,   03,  -9.730,-37.460,  0.0, 50, 2.4, 1,I,  -,     ,AL,P.DE ACUCAR?           ,(IAG)
1979,06,13, 16,52,   45, -24.690,-45.730,  0.0, 15, 2.8, 1,I,  -,     ,SP,PLAT. CONT.            ,(IAG; UnB)
1979,07,20, 07,00,   37, -24.000,-57.500,  0.0, 70, 3.0, 1,I,  -,     ,PY,PARAGUAI               ,(IAG;UnB) 
1979,08,13, 18,41,   00, -25.200,-45.600,  0.0, 30, 3.0, 1,I,  -,     ,SP,PLAT. CONT.            ,(ASSUMPCAO ET AL.1980B)  
1979,08,22, 23,01,   40, -15.260,-49.950,  0.0, 10, 3.5, 1,B, -4,   5.,GO, RUBIATABA             , (UnB) AREA IV MM    
1979,10,19, 15,25,     , -23.420,-45.600,  0.0,  0, 3.0, 4,C,  4,     ,SP,PARAIBUNA              ,INDUZ. P/ RESERV.  (UnB)   
1979,12,08, 05,05,   50, -20.000,-55.800,  0.0, 50, 3.8, 1,I,  -,     ,MS,AQUIDAUANA ?           ,(VELOSO-MEND.1980A; IAG) 
1980,03,06, 09,46,   18,  -6.170,-71.160, 18.0, 30, 4.8, 0,I,  -,     ,AM,W AMAZONAS             ,(ISC; H=67?)   
1980,04,23, 16,11,   30, -26.500,-40.000,  0.0,100, 3.5, 1,I,  -,     ,SC,OC.ATLANTICO           ,(IAG; UnB)
1980,05,22, 15,30,     , -26.990,-48.620,  0.0,  0, 2.5, 5,C,  5,  0.5,SC,B. CAMBORIU            ,VARIOS EVENTOS 
1980,07,03, 22,10,     , -20.070,-47.330,  0.0,  2, 2.8, 3,B,  4,  .05,MG,JAGUARA                ,(UnB/CEMIG)AREA=50KM2    
1980,08,01, 05,42,   20, -20.480,-45.080,  0.0, 20, 2.1, 1,I,  -,     ,MG,C. CAJURU              ,(UnB)
1980,09,03, 01,36,   03,  -3.300,-60.000,  0.0,100, 3.4, 1,I,  -,     ,AM,MANAUS                 ,(VELOSO-MENDIGUREN 1980B)
1980,10,18, 21,41,     ,  -0.400,-49.800,  0.0, 50, 3.1, 1,I,  -,     ,PA,MARAJO'                ,(UnB)
1980,10,24, 21,49,   02, -14.410,-49.390,  0.0, 30, 3.1, 1,I,  -,     ,GO,PORANGATU?             ,(IAG; UnB) N. SENT. 
1980,11,05, 01,22,   42,  -5.800,-50.300,  0.0, 70, 3.5, 1,I,  -,     ,PA,SUL DO PARA'           ,(IAG;UnB) 
1980,11,12, 21,23,   05,  -8.070,-50.240,  0.0, 20, 4.7, 2,C,  5,     ,PA,REDENCAO               ,(IAG; ISC MB=4.8)   
1980,11,19, 07,38,   56,  -5.200,-38.300,  0.0,100, 2.8, 1,I,  -,     ,CE,MORADA NOVA?           ,(IAG) PACAJUS?
1980,11,20, 03,29, 44.9,  -4.300,-38.400,  5.0,  5, 5.2, 2,A,  7, 1000,CE,PACAJUS                ,(ISC mb=5.2; IAG: pGT5 H.O.=AK135)   
1980,11,20, 05,27,   11,  -4.300,-38.400,  0.0, 30, 2.2, 1,I,  -,     ,CE,PACAJUS                ,(IAG) EPI. INFERIDO 
1980,11,21, 01,29,   07, -26.250,-58.250,  0.0, 50, 3.8, 1,I,  3,     ,AR,FORMOSA;ARG.           ,(IAG;UnB) SENT. FORMOSA  
1980,11,21, 21,28,   44,  -4.300,-38.400,  0.0, 30, 2.4, 1,I,  -,     ,CE,PACAJUS                ,(IAG) EPI. INFERIDO 
1980,11,29, 01,05,   00,  -3.100,-43.300,  0.0,100, 3.1, 1,I,  -,     ,MA,URB.SANTOS ?           ,(IAG;UnB) 
1980,12,14,   ,  ,     , -16.600,-56.200,  0.0,  0, 3.6, 3,C,  5,  2.0,MT,SA.S.VICENTE           ,(IAG) DIA INCERTO  
1980,12,19, 05,29,   10, -20.450,-45.540,  0.0, 10, 2.6, 1,I,  -,     ,MG,FORMIGA                ,(UnB)
1980,12,24, 13,35,     ,  -4.300,-38.400,  0.0,  0, 2.3, 1,I,  -,     ,CE,PACAJUS                ,(UnB)
1981,01,02, 04,14,   55,  -4.300,-38.400,  0.0, 30, 3.6, 1,C,  -,     ,CE,PACAJUS                ,(IAG; UnB) NOTICIADO 15:20
1981,01,06, 19,51,   58,  -5.000,-47.500,  0.0, 50, 3.4, 1,I,  -,     ,MA,JOAO LISBOA?           ,(IAG; UnB)
1981,01,09, 05,44,   20, -11.800,-47.600,  0.0,100, 2.8, 1,I,  -,     ,GO,NATIVIDADE             ,(IAG; UnB)
1981,01,12, 03,33,   08,  -4.300,-38.400,  0.0, 30, 3.8, 1,C,  -, 18.0,CE,PACAJUS                ,(IAG; UnB)
1981,01,12, 09,29,     ,  -4.300,-38.400,  0.0,  0, 2.0, 1,I,  -,     ,CE,PACAJUS                ,(UnB)
1981,01,18, 16,19,   50, -20.710,-46.700,  0.0, 20, 3.3, 1,B,  5,  2.5,MG,PASSOS                 ,(IAG; UnB)
1981,02,17, 08,00,     ,  -4.500,-70.400,  0.0,100, 3.4, 1,I,  -,     ,AM,AM/PERU                ,(UnB)
1981,03,09, 20,27,   40, -11.010,-57.640,  0.0, 50, 3.8, 1,I,  -,     ,MT,PORT.GAUCHOS           ,(UnB)
1981,03,24, 22,10,   03, -20.580,-48.340,  0.0, 15, 2.8, 1,I,  -,     ,SP,BARRETOS               ,(IAG; UnB)N.SENTIDO;EXPL?
1981,04,01, 20,01,   44, -10.740,-62.200,  0.0, 30, 3.2, 1,C,  5,     ,RO,OURO PRETO             ,(UnB/ELETRONORTE)   
1981,04,21, 18,53,   00,  -4.800,-38.600,  0.0, 50, 2.5, 1,I,  -,     ,CE,PACAJUS                ,(IAG; UnB)
1981,04,22, 01,05,     ,  -4.300,-38.400,  0.0,  0, 2.1, 1,I,  -,     ,CE,PACAJUS                ,(UnB)
1981,05,07, 03,44,   55, -22.600,-39.500,  0.0, 50, 3.7, 1,I,  -,     ,RJ,PLAT. CONT.            ,(UnB)
1981,05,12, 05,27,   00, -26.900,-47.900,  0.0,150, 2.6, 1,I,  -,     ,SC,PLAT. CONT.?           ,(UnB)
1981,07,11, 03,00,     , -20.800,-47.800,  0.0, 50, 2.4, 1,I,  -,     ,SP,ORLANDIA               ,(IAG;UnB) NAO SENTIDO    
1981,09,09, 23,12,     ,  -4.300,-38.400,  0.0,  0, 2.6, 1,I,  -,     ,CE,PACAJUS                ,(IAG;UnB) 
1981,09,10, 15,56,     ,  -3.730,-39.790,  0.0,  0, 2.0, 1,I,  -,     ,CE,IRAUCUBA               ,(UnB)
1981,09,11, 10,24,   45, -21.450,-46.090,  0.0, 15, 3.1, 1,I,  -,     ,MG,ALFENAS                ,(UnB; IAG)
1981,09,11, 11,20,     ,  -4.300,-38.400,  0.0,  0, 2.7, 1,I,  -,     ,CE,PACAJUS                ,(UnB)
1981,09,15, 04,26,   12,  -1.600,-53.000,  0.0,100, 3.9, 1,I,  -,     ,PA,ALMEIRIM               ,(UnB)
1981,10,13, 08,05,   14, -16.860,-54.550,  0.0, 50, 3.2, 1,C,  5,     ,MT,RONDONOPOLIS           ,(IAG;UnB) 
1981,11,02, 11,37,   05,  -8.610,-38.450,  0.0,  5, 3.1, 1,B,  -,     ,PE,FLORESTA               ,(IAG)
1981,11,02, 14,57,   13,  -8.610,-38.450,  0.0,  5, 3.1, 1,B,  4,  0.3,PE,FLORESTA               ,(IAG)
1981,11,04, 03,16,   51,  -8.590,-38.500,  0.0,  5, 3.1, 1,B,  4,  0.2,PE,FLORESTA               ,(IAG)
1981,11,10, 19,54,   00, -15.600,-41.200,  0.0,100, 2.9, 1,I,  -,     ,BA,C. SALES               ,(IAG;UnB) 
1982,01,30, 16,42,   37,  -4.000,-34.000,  0.0, 70, 3.5, 1,I,  -,     ,RN,PLAT. CONT.            ,(UnB; IAG)
1982,03,03, 18,57,   25, -16.500,-59.100,  0.0,100, 3.5, 1,I,  -,     ,MT,BOLIVIA/MT             ,(UnB)
1982,03,10, 06,15,   44, -23.400,-42.100,  0.0, 30, 2.8, 1,I,  -,     ,RJ,PLATAFORMA             ,(UnB;IAG) 
1982,03,10, 07,57,   34, -23.400,-42.100,  0.0, 30, 3.0, 1,I,  -,     ,RJ,PLATAFORMA             ,(UnB;IAG) 
1982,03,12, 17,14,   43, -23.600,-41.630,  0.0, 30, 3.5, 1,I,  -,     ,RJ,PLATAFORMA             ,(UnB;IAG) 
1982,03,13, 18,18,     ,  -4.300,-38.400,  0.0,  0, 2.7, 1,I,  -,     ,CE,PACAJUS ?              ,(UnB)
1982,03,29, 07,47,   11,  -9.310,-38.230,  0.0,  5, 3.6, 1,B,  4,  0.2,BA,PAULO AFONSO           ,(IAG)
1982,04,08, 05,58,   52, -24.800,-58.100, 12.0, 30, 4.9, 2,I,  6, 230.,PY,PARAGUAI               ,(ISC;UnB;IAG;SJA) ASUNCION IV-V MM
1982,04,16, 22,38,   00, -22.200,-55.000,  0.0,  5, 3.4, 1,I,  4,     ,MS,PICADINHA              ,(UnB)
1982,05,02, 08,30,   04, -21.640,-46.650,  0.0, 10, 3.1, 1,A,  5, 10.0,MG,P. DE CALDAS           ,(IAG; UnB)
1982,05,17, 03,57,   15, -12.700,-48.200,  0.0, 40, 3.0, 1,I,  -,     ,GO,PARANAN                ,(UnB; IAG)
1982,07,23, 11,06,   45, -14.260,-45.720,  0.0, 50, 2.9, 1,I,  -,     ,BA,SW BAHIA/GO            ,(UnB; IAG)
1982,08,26, 01,07,   56, -19.600,-47.100,  0.0, 50, 3.2, 1,I,  -,     ,MG,ARAXA'                 ,(UnB; IAG)
1982,09,05, 06,07,     ,  -4.300,-38.400,  0.0,  0, 2.2, 1,I,  -,     ,CE,PACAJUS ?              ,(UnB)
1982,09,05, 06,30,   02, -16.510,-41.460,  0.0, 30, 3.2, 1,I,  -,     ,MG,ITAOBIM                ,(UnB; IAG)
1982,09,17, 12,28,   41, -25.840,-45.420,  0.0, 40, 3.8, 1,I,  -,     ,SP,PLATAFORMA             ,(UnB; IAG)
1982,09,21, 01,42,   33, -18.800,-44.800,  0.0, 10, 3.1, 1,I,  -,     ,MG,FELIXLANDIA            ,(UnB)
1982,10,05, 16,19,   32,  -4.500,-40.200,  0.0, 50, 2.1, 1,I,  -,     ,CE,S. QUITERIA?           ,(UnB; IAG)
1982,10,10, 19,28,   00, -12.300,-45.500,  0.0, 70, 2.8, 1,I,  -,     ,BA,W. BARREIRAS           ,(IAG)
1982,11,24, 23,03,   15, -20.760,-45.800,  0.0, 20, 3.2, 1,I,  -,     ,MG,FURNAS                 ,(UnB)
1982,12,15, 04,49,   56, -15.200,-51.800,  0.0, 50, 2.5, 1,I,  -,     ,MT,B. DO GARCAS           ,(UnB) EXPL. ?  
1983,01,02, 06,40,     , -24.300,-47.800,  0.0,  0, 2.9, 1,I,  -,     ,SP,JUQUIA'                ,(IAG)
1983,01,08, 13,10,   14,  -9.100,-37.100,  0.0,  0, 2.6, 1,I,  -,     ,PE,AGUAS BELAS            ,(IAG)
1983,02,08, 18,38,   15, -26.280,-60.180,  0.0, 30, 4.8, 2,I,  -,     ,PY,PARAGUAI               ,(USGS: MB=5.0)   
1983,02,21, 05,38,   46, -10.700,-62.200,  0.0,  0, 3.2, 1,I,  5,     ,RO,OURO PRETO             ,(UnB)
1983,03,07, 05,49,   32, -16.470,-41.700,  0.0,  0, 2.9, 1,I,  -,     ,MG,TUPARECE               ,(IAG; UnB)
1983,03,07, 11,51,   18, -16.470,-41.700,  0.0, 20, 3.1, 1,I,  4,     ,MG,TUPARECE               ,(IAG; UnB)
1983,03,07, 12,06,   49, -16.470,-41.700,  0.0,  0, 2.4, 1,I,  -,     ,MG,TUPARECE               ,(IAG; UnB)
1983,03,22, 12,51,   21,  -6.100,-36.400,  0.0,  0, 2.0, 5,I,  -,     ,RN,CERRO CORA'            ,(IAG)
1983,03,23, 01,16,   16,  -6.100,-36.400,  0.0, 50, 2.4, 5,I,  -,     ,RN,CERRO CORA'            ,(IAG)
1983,05,04, 21,53,   05,  -5.100,-38.700,  0.0, 50, 2.4, 1,I,  -,     ,CE,MORADA NOVA            ,(IAG; UnB)
1983,05,05, 21,40,     ,  -8.670,-35.580,  0.0,  0, 3.0, 4,C,  4,     ,PE,PALMARES               ,(IAG)
1983,05,07, 18,30,     ,  -8.670,-35.580,  0.0,  0, 3.5, 4,C,  5,     ,PE,PALMARES               ,(IAG)
1983,06,01, 10,03,   55,  -8.600,-36.200,  0.0, 40, 2.4, 1,I,  -,     ,PE,CARUARU ?              ,(UnB; IAG; UFRN)    
1983,06,01, 10,49,   20,  -8.600,-36.200,  0.0, 40, 2.3, 1,I,  -,     ,PE,CARUARU ??             ,(IAG; UFRN)    
1983,06,01, 14,57,   23, -14.320,-44.630,  0.0, 50, 3.2, 1,I,  -,     ,BA,COCOS                  ,(UnB; IAG)
1983,06,01, 17,18,   06,  -8.600,-36.200,  0.0, 40, 2.5, 1,I,  -,     ,PE,CARUARU ?              ,(UnB; IAG; UFRN)    
1983,06,01, 17,42,   21,  -8.600,-36.200,  0.0, 40, 2.3, 1,I,  -,     ,PE,CARUARU ?              ,(UnB; IAG; UFRN)    
1983,06,01, 18,12,   24,  -8.500,-42.800,  0.0,  0, 2.0, 1,I,  -,     ,PI,SR NONATO              ,(IAG)
1983,06,01, 18,31,   28,  -8.600,-36.200,  0.0, 40, 2.1, 1,I,  -,     ,PE,CARUARU ?              ,(UnB; IAG; UFRN)    
1983,06,07, 10,52,   06, -12.800,-46.400,  0.0,100, 3.0, 1,I,  -,     ,GO,MANHA                  ,(UnB; IAG)
1983,06,28, 20,10,   15, -12.900,-39.300,  0.0, 50, 2.2, 1,I,  -,     ,BA,S.A.DE JESUS           ,(IAG)
1983,07,12, 20,43,   57, -18.700,-49.200,  0.0, 20, 2.7, 1,I,  -,     ,GO,CENTRALINA             ,(UnB)
1983,08,05, 06,21, 44.4,  -3.580,-62.140, 23.0, 15, 5.5, 2,A,  7, 500.,AM,CODAJAS                ,(UnB; IAG; RBGf-1984; H.O.=AK135)  
1983,08,05, 08,24,   18,  -3.590,-62.170,  0.0,  0, 3.5, 1,I,  -,     ,AM,CODAJAS                ,(UnB) REPLICA  
1983,08,05, 10,07,   14,  -3.590,-62.170,  0.0,  0, 2.6, 1,I,  -,     ,AM,CODAJAS                ,(UnB) REPLICA  
1983,09,01, 21,45,   18, -21.450,-46.090,  0.0, 15, 2.7, 1,I,  -,     ,MG,ALFENAS                ,(UnB;IAG) 
1983,09,02, 16,25,   20, -14.900,-50.800,  0.0, 30, 2.8, 1,I,  -,     ,GO,ARUANAN                ,(UnB)
1983,09,12, 14,39,     , -18.500,-50.100,  0.0, 15, 2.1, 1,I,  -,     ,GO,QUIRINOPOLIS           ,(UnB)
1983,09,16, 13,43,   52,  -4.320,-38.410,  0.0, 15, 2.5, 1,I,  -,     ,CE,PACAJUS                ,(UnB; IAG; UFRN)    
1983,10,01, 06,14,   35,  -4.700,-39.800,  0.0, 50, 2.7, 0,I,  -,     ,CE,ITATAIA ?              ,(UnB; IAG; UFRN)    
1983,10,01, 18,44,   16, -11.400,-63.700,  0.0, 50, 3.6, 1,I,  -,     ,RO,OURO PRETO             ,(UnB)
1983,11,18, 08,41,   02,  -5.100,-38.700,  0.0,  0, 2.8, 1,I,  -,     ,CE,PACAJUS ??             ,(IAG; UFRN)    
1983,11,18, 10,27,   41,  -5.000,-38.700,  0.0, 40, 2.3, 1,I,  -,     ,CE,PACAJUS ??             ,(UnB; UFRN; IAG)    
1983,11,18, 12,10,   09,  -5.000,-38.700,  0.0, 40, 2.6, 1,I,  -,     ,CE,PACAJUS ??             ,(UnB; UFRN; IAG)    
1983,11,23, 15,51,   49,   4.200,-52.000,  0.0,100, 4.0, 1,I,  -,     ,-,GUIANA FRAN.           ,(UnB)
1983,12,03, 21,  ,     , -23.190,-49.380,  0.0,  0, 2.6, 4,C,  3,     ,SP,PIRAJU                 ,(IAG)
1983,12,04, 07,17,   57,  -3.170,-50.570,  0.0, 20, 3.7, 1,I,  -,     ,PA,130KM NW TUC           ,(UnB)
1983,12,07, 18,04,   14, -17.200,-45.000,  0.0, 40, 2.9, 1,I,  -,     ,MG,BURITIZEIRO            ,(UnB)
1983,12,16, 23,53,   35,  -8.330,-35.800,  0.0, 15, 3.5, 1,I,  -,     ,PE,CARUARU                ,(UnB; IAG; UFRN)    
1983,12,23, 02,02,   21,  -5.600,-35.800,  0.0,  0, 2.2, 1,I,  -,     ,RN,JOAO CAMARA            ,(UFRN; IAG)    
1983,12,25, 01,04,   09,  -5.600,-35.800,  0.0, 10, 2.3, 1,B,  4,  0.9,RN,JOAO CAMARA            ,(UFRN; UnB)    
1983,12,27, 17,03,     , -19.900,-47.900,  0.0, 20, 2.2, 1,I,  -,     ,MG,UBERABA                ,(UnB)
1984,01,03, 05,04,   36,  -5.600,-35.800,  0.0,  0, 2.1, 1,I,  -,     ,RN,JOAO CAMARA            ,(UFRN; UnB)    
1984,01,03, 06,31,   17,  -5.600,-35.800,  0.0,  0, 2.0, 1,I,  -,     ,RN,JOAO CAMARA            ,(UFRN; UnB)    
1984,01,03, 21,26,   07,  -5.600,-35.800,  0.0,  0, 2.0, 1,I,  -,     ,RN,JOAO CAMARA            ,(UFRN; UnB)    
1984,01,05, 10,30,   10,  -1.100,-50.320,  0.0, 20, 3.0, 1,I,  -,     ,PA,SAO MIGUEL             ,(UnB)
1984,01,05, 17,23,   30, -17.400,-46.400,  0.0, 80, 2.8, 1,I,  -,     ,MG,PARACATU ?             ,(UnB)
1984,01,05, 21,06,   20, -17.400,-46.400,  0.0, 80, 2.3, 1,I,  -,     ,MG,PARACATU ?             ,(UnB)
1984,01,08, 21,11,   58, -15.530,-45.570,  0.0, 40, 2.1, 1,I,  -,     ,MG,NW DE MINAS            ,(UnB)
1984,01,13, 02,38,   57, -15.530,-45.570,  0.0, 40, 2.4, 1,I,  -,     ,MG,NW DE MINAS            ,(UnB)
1984,01,13, 21,53,   55, -15.530,-45.570,  0.0, 40, 2.0, 1,I,  -,     ,MG,NW DE MINAS            ,(UnB)
1984,01,18, 22,44,   01, -23.330,-45.580,  0.0,  5, 2.5, 1,I,  2,     ,SP,PARAIBUNA              ,(IAG; IPT)
1984,02,20, 18,18,   28,  -1.160,-50.490,  0.0, 20, 3.0, 1,I,  -,     ,PA,SAO MIGUEL             ,(UnB)
1984,02,22, 08,00,   26, -23.470,-40.700,  0.0, 50, 3.7, 1,I,  -,     ,RJ,PLAT. CONT.            ,(UnB; IAG) RBGF +20KM E  
1984,03,06, 04,40,   46, -16.500,-52.800,  0.0, 50, 2.6, 1,I,  -,     ,MT,B. DO GARCAS           ,(UnB; IAG)
1984,03,07, 03,18,   50, -24.440,-58.190,  0.0, 20, 3.3, 1,I,  -,     ,PY,PARAGUAI               ,(UnB)
1984,03,17, 23,08,   44, -16.500,-52.500,  0.0,100, 3.2, 1,I,  -,     ,MT,B. DO GARCA            ,(UnB; IAG)
1984,04,08, 20,56,   00, -20.800,-46.760,  0.0, 10, 3.8, 1,B,  4,  6.2,MG,PASSOS                 ,(UnB;IAG) CASSIA;PRATAP.;FURNAS;GUAXUPE'
1984,05,02, 07,18,   35, -24.300,-44.500,  0.0, 50, 2.0, 5,I,  -,     ,SP,PLAT. CONT.            ,(UnB; IAG)
1984,05,09, 02,27,   26, -21.230,-46.290,  0.0, 10, 2.1, 1,I,  -,     ,MG,C. RIO CLARO           ,(UnB; IAG)
1984,05,18, 19,09,   04,  -6.000,-36.200,  0.0, 50, 2.6, 1,I,  -,     ,RN,LAJES                  ,(UnB; UFRN; IAG)    
1984,05,21, 03,22,   47,  -4.200,-50.600,  0.0,100, 2.0, 1,I,  -,     ,PA,TUCURUI'               ,(UnB) OU 3.2 S  50.4 W   
1984,05,25, 08,36,   34, -24.920,-43.350,  0.0, 50, 3.5, 1,I,  -,     ,RJ,PLAT. CONT.            ,(UnB;IAG) 
1984,05,27, 10,36,   05,  -8.300,-36.200,  0.0,100, 2.1, 1,I,  -,     ,PE,CARUARU ??             ,(UnB;IAG) OU 9.8 S 40.5 W
1984,06,13,   ,  ,     , -29.100,-51.100,  0.0, 10, 2.2, 3,A,5-6, .006,RS,CAXIAS D SUL           ,(IAG) SERIE DE EVENTOS   
